,age_at_enrollment,admission_grade,total_units_approved,scholarship_holder,debtor,target
120,-0.2985576917271264,0.2777472070950798,-0.6950416459449846,0,0,0
121,-0.562167955812708,-0.5785848591305345,-0.02389371586518287,0,0,2
122,-0.562167955812708,-0.32306642001482694,-1.533976558544737,0,0,0
123,-0.562167955812708,0.06366419053867671,0.14389326665476757,1,0,2
124,-0.562167955812708,-0.39212545761366674,0.4794672316946684,0,0,2
125,-0.562167955812708,-0.6821734155287943,-0.6950416459449846,0,0,0
126,-0.4303628237699172,2.280459297461435,0.311680249174718,0,0,2
127,-0.6939730878554988,1.2652914447584902,0.14389326665476757,1,0,1
128,-0.6939730878554988,-0.30234870873517516,0.4794672316946684,0,0,2
129,-0.562167955812708,0.0705700942985603,0.9828281792545197,0,0,2
130,-0.6939730878554988,-0.1435129222578428,0.8150411967345693,1,0,0
131,-0.6939730878554988,-0.22638376737645077,0.4794672316946684,0,0,2
132,-0.562167955812708,-0.4749963027322748,0.14389326665476757,0,0,2
133,-0.562167955812708,0.3260885334142669,-0.6950416459449846,0,0,0
134,-0.4303628237699172,0.4296770898125266,1.1506151617744702,0,0,2
135,-0.562167955812708,-1.2208339087997446,-0.02389371586518287,1,1,0
136,-0.4303628237699172,-0.9653154696840371,-0.1916806983851333,0,0,2
137,-0.6939730878554988,2.1354353185038715,0.4794672316946684,1,1,2
138,-0.4303628237699172,-1.0274686035229934,0.4794672316946684,1,0,1
139,-0.6939730878554988,3.2956271501643797,0.9828281792545197,0,0,2
140,-0.562167955812708,0.12581732437763296,0.4794672316946684,0,0,2
141,-0.562167955812708,-1.165586678720673,0.311680249174718,1,0,2
142,-0.16675255968433558,-1.8838006697486067,-1.533976558544737,0,1,1
143,-0.562167955812708,-0.4128431688933185,0.4794672316946684,1,0,2
144,-0.562167955812708,0.3260885334142669,0.9828281792545197,1,0,2
145,-0.562167955812708,-0.5440553403311146,0.14389326665476757,1,0,2
146,-0.562167955812708,-0.15732472977761094,-1.533976558544737,0,0,0
147,-0.4303628237699172,-0.6752675117689096,-0.1916806983851333,0,0,0
148,-0.6939730878554988,0.12581732437763296,0.14389326665476757,0,0,2
149,-0.4303628237699172,0.31227672589449973,0.6472542142146189,1,0,2
150,-0.6939730878554988,-0.36450184257413043,-1.533976558544737,0,0,1
151,-0.562167955812708,-0.24710147865610252,0.14389326665476757,0,0,2
152,-0.6939730878554988,-0.15732472977761094,-0.1916806983851333,0,0,1
153,-0.6939730878554988,0.40205347477299225,0.311680249174718,0,0,2
154,-0.2985576917271264,-1.2622693313590483,-0.5272546634250341,0,0,0
155,-0.562167955812708,0.7680663740468422,0.14389326665476757,0,0,0
156,-0.6939730878554988,-0.03301846209969945,0.14389326665476757,1,0,2
157,-0.6939730878554988,0.029134671739256792,0.4794672316946684,1,0,2
158,-0.4303628237699172,-0.23328967113633534,0.14389326665476757,0,0,2
159,0.09685770440124603,-0.34378413129447866,0.14389326665476757,1,0,2
160,-0.562167955812708,-0.6062084741700698,0.4794672316946684,0,0,0
161,-0.6939730878554988,-0.21257195985668262,0.8150411967345693,1,0,2
162,-0.6939730878554988,-0.08135978841888752,0.9828281792545197,0,0,2
163,-0.2985576917271264,-0.2540073824159871,-0.35946768090508374,0,0,0
164,-0.562167955812708,-0.1780424410572627,0.14389326665476757,0,0,2
165,-0.562167955812708,-0.06754798089911936,0.4794672316946684,1,0,2
166,3.1283757413854345,2.971049673449833,-1.533976558544737,0,1,1
167,-0.562167955812708,-0.3783136500938986,-0.02389371586518287,0,0,2
168,0.7558833646152,0.20868816949623997,0.8150411967345693,0,0,2
169,-0.2985576917271264,-0.6890793192886778,-0.6950416459449846,0,0,0
170,0.6240782325724092,0.20868816949623997,-0.1916806983851333,0,0,1
171,-0.4303628237699172,-1.3106106576782364,0.9828281792545197,0,0,2
172,-0.562167955812708,0.36752395597357235,0.4794672316946684,0,0,2
173,0.3604679684868276,1.451750846275357,-0.1916806983851333,0,0,2
174,-0.4303628237699172,-0.30234870873517516,0.14389326665476757,0,1,0
175,-0.6939730878554988,-0.27472509369563886,-0.35946768090508374,1,0,1
176,0.4922731005296184,-1.6904353644718553,0.14389326665476757,0,0,2
177,-0.4303628237699172,-0.9445977584043854,-0.1916806983851333,0,0,0
178,-0.6939730878554988,0.41586528229275943,0.14389326665476757,0,0,0
179,1.2831038927863632,0.8992785454846383,0.4794672316946684,0,0,0
180,1.546714156871945,0.09128780557821303,5.177502742253281,0,0,2
181,0.3604679684868276,0.8992785454846383,0.4794672316946684,1,0,1
182,0.4922731005296184,-1.5868468080735956,-0.6950416459449846,0,1,0
183,-0.562167955812708,-0.32306642001482694,-0.5272546634250341,0,0,0
184,-0.4303628237699172,0.5539833574904391,-1.533976558544737,0,0,0
185,-0.4303628237699172,-0.5440553403311146,-0.5272546634250341,0,1,0
186,-0.2985576917271264,-0.026112558339815857,0.4794672316946684,0,1,1
187,-0.6939730878554988,0.13962913189740012,0.4794672316946684,1,0,2
188,0.09685770440124603,2.439295083938767,-1.198402593504836,0,0,0
189,-0.4303628237699172,2.515260025297491,0.4794672316946684,0,0,2
190,-0.2985576917271264,-0.3783136500938986,0.4794672316946684,1,0,2
191,-0.034947427641544786,-0.28853690121540704,-1.0306156109848854,0,0,1
192,0.09685770440124603,-0.620020281689838,-1.533976558544737,0,0,0
193,-0.2985576917271264,0.4849243198915993,-1.533976558544737,0,0,0
194,-0.6939730878554988,0.1948763619764728,0.8150411967345693,0,0,2
195,0.4922731005296184,1.7279869966707162,-1.533976558544737,0,0,0
196,-0.6939730878554988,-0.28853690121540704,1.1506151617744702,0,0,2
197,1.546714156871945,1.5898689214730366,-1.533976558544737,0,0,0
198,-0.6939730878554988,0.33299443717415245,0.8150411967345693,0,0,2
199,1.546714156871945,-1.4556346366357995,-0.5272546634250341,0,0,1
200,-0.562167955812708,0.3537121484538032,-0.1916806983851333,0,0,2
201,-0.4303628237699172,0.029134671739256792,0.4794672316946684,0,0,2
202,-0.6939730878554988,0.17415865069682004,0.8150411967345693,0,0,2
203,-0.2985576917271264,-0.019206654579931284,0.4794672316946684,0,1,2
204,-0.6939730878554988,-0.7236088380880977,-0.02389371586518287,1,0,2
205,-0.6939730878554988,-0.5440553403311146,-0.1916806983851333,0,0,2
206,-0.6939730878554988,-0.03301846209969945,0.8150411967345693,0,0,2
207,-0.6939730878554988,1.5760571139532693,0.4794672316946684,1,0,2
208,-0.562167955812708,-0.8202914907264739,0.311680249174718,0,0,2
209,1.6785192889147356,-0.1711365372973791,0.311680249174718,1,0,0
210,-0.6939730878554988,0.09128780557821303,0.8150411967345693,1,0,2
211,-0.6939730878554988,0.6230423950892789,0.4794672316946684,1,0,2
212,-0.4303628237699172,0.8992785454846383,0.4794672316946684,1,0,2
213,0.3604679684868276,-0.04683026961946761,-1.533976558544737,1,0,0
214,-0.2985576917271264,-0.005394847060163122,0.4794672316946684,0,0,2
215,0.22866283644403682,1.2445737334788374,0.8150411967345693,0,0,1
216,-0.562167955812708,-0.7719501644072858,0.14389326665476757,1,0,2
217,0.09685770440124603,-1.863082958468955,-1.3661895760247864,0,0,0
218,0.4922731005296184,-1.6904353644718553,-1.3661895760247864,1,0,0
219,-0.2985576917271264,0.31227672589449973,-1.198402593504836,0,0,0
220,-0.6939730878554988,1.382691808676517,-0.35946768090508374,1,0,2
221,-0.562167955812708,-0.30925461249505876,0.4794672316946684,1,0,2
222,-0.6939730878554988,-0.6545498004892579,-0.5272546634250341,0,0,0
223,-0.562167955812708,1.5898689214730366,0.4794672316946684,1,0,2
224,-0.562167955812708,0.03604057549914038,0.6472542142146189,1,0,2
225,1.2831038927863632,0.8992785454846383,0.311680249174718,0,0,2
226,2.8647654772998528,0.20868816949623997,0.14389326665476757,0,0,2
227,-0.4303628237699172,0.4365829935724122,0.4794672316946684,1,0,2
228,0.6240782325724092,-2.0702600712654746,-1.533976558544737,0,0,0
229,-0.562167955812708,-1.034374507282877,0.8150411967345693,1,0,2
230,-0.6939730878554988,-0.23328967113633534,-0.02389371586518287,0,0,2
231,1.9421295530003173,0.24321768829565987,-1.533976558544737,0,0,0
232,-0.562167955812708,0.4365829935724122,0.14389326665476757,0,0,2
233,-0.2985576917271264,0.3537121484538032,0.14389326665476757,1,0,2
234,-0.2985576917271264,-1.863082958468955,-0.862828628464935,0,0,0
235,-0.16675255968433558,0.9269021605241746,0.311680249174718,1,0,2
236,-0.6939730878554988,1.0166789094026651,0.311680249174718,1,0,2
237,-0.6939730878554988,-0.5026199177718101,0.4794672316946684,1,0,2
238,0.22866283644403682,-0.30925461249505876,-0.1916806983851333,0,0,0
239,0.09685770440124603,0.8992785454846383,-0.5272546634250341,0,1,0
240,-0.562167955812708,-0.5233376290514619,0.6472542142146189,0,0,1
241,0.09685770440124603,1.9351641094672356,1.821763091854272,0,0,1
242,-0.4303628237699172,-0.5440553403311146,0.14389326665476757,1,0,2
243,0.22866283644403682,-0.29544280497529063,-1.533976558544737,0,0,0
244,-0.4303628237699172,-0.6269261854497216,1.6539761093343215,1,0,2
245,-0.034947427641544786,0.20868816949623997,1.1506151617744702,0,0,2
246,-0.562167955812708,-0.48190220649215837,0.8150411967345693,1,0,2
247,0.7558833646152,0.20868816949623997,-0.5272546634250341,0,1,0
248,-0.2985576917271264,-0.702891126808446,0.14389326665476757,0,0,2
249,-0.6939730878554988,-0.24710147865610252,0.311680249174718,1,0,2
250,-0.562167955812708,-0.10898340345842286,0.14389326665476757,0,0,1
251,-0.6939730878554988,0.01532286421948863,0.4794672316946684,1,0,0
252,-0.562167955812708,-1.6282822306328992,0.14389326665476757,0,0,2
253,-0.6939730878554988,-0.2609132861758707,-1.3661895760247864,0,0,1
254,-0.6939730878554988,-0.19876015233691544,0.14389326665476757,0,0,2
255,1.8103244209575264,-1.897612477268375,-1.3661895760247864,1,1,0
256,0.7558833646152,-0.1435129222578428,0.14389326665476757,0,0,2
257,-0.6939730878554988,-1.117245352401485,0.4794672316946684,0,0,1
258,-0.562167955812708,-0.5578671478508818,0.14389326665476757,1,0,2
259,-0.16675255968433558,-0.5647730516107663,-0.1916806983851333,0,1,0
260,-0.4303628237699172,0.6921014326881187,0.311680249174718,1,0,2
261,1.414909024829154,-1.863082958468955,-1.533976558544737,0,0,0
262,0.8876884966579909,-0.48190220649215837,0.8150411967345693,0,1,0
263,-0.6939730878554988,-0.28853690121540704,0.4794672316946684,0,0,2
264,-0.6939730878554988,-0.371407746334015,0.4794672316946684,0,0,2
265,-0.6939730878554988,1.5346216913939639,-0.35946768090508374,0,0,2
266,-0.6939730878554988,0.8992785454846383,0.8150411967345693,0,0,2
267,-0.562167955812708,0.4434888973322958,0.14389326665476757,1,0,2
268,-0.562167955812708,-0.0537361733793512,0.4794672316946684,1,0,2
269,-0.6939730878554988,0.05675828677879213,0.8150411967345693,1,0,2
270,-0.2985576917271264,1.5898689214730366,0.311680249174718,1,0,2
271,-0.4303628237699172,-0.9169741433648491,-1.0306156109848854,0,0,0
272,-0.4303628237699172,-0.6338320892096062,0.14389326665476757,0,0,2
273,-0.562167955812708,0.671383721408466,0.9828281792545197,0,0,2
274,-0.4303628237699172,1.2238560221991848,0.4794672316946684,0,0,2
275,-0.6939730878554988,0.8854667379648711,0.9828281792545197,0,0,2
276,-0.4303628237699172,-0.9169741433648491,-0.1916806983851333,0,0,0
277,0.7558833646152,0.8992785454846383,0.4794672316946684,0,1,0
278,-0.6939730878554988,1.0581143319619706,0.9828281792545197,1,0,1
279,-0.4303628237699172,-0.5095258215316947,0.8150411967345693,1,0,2
280,-0.16675255968433558,-0.22638376737645077,-0.1916806983851333,1,0,2
281,3.1283757413854345,1.1064556582811578,0.311680249174718,1,0,2
282,1.0194936287007816,-1.8561770547090715,0.14389326665476757,0,0,2
283,-0.2985576917271264,-0.5233376290514619,0.311680249174718,1,0,2
284,-0.2985576917271264,-0.33687822753459506,0.311680249174718,0,0,2
285,0.09685770440124603,-1.863082958468955,0.4794672316946684,0,0,2
286,-0.6939730878554988,-0.9031623358450809,0.4794672316946684,0,0,1
287,1.1512987607435725,-1.7940239208701152,-0.1916806983851333,0,0,2
288,-0.562167955812708,-1.0481863148026451,0.4794672316946684,1,0,2
289,0.09685770440124603,0.8992785454846383,1.1506151617744702,0,0,2
290,-0.562167955812708,-0.1780424410572627,0.4794672316946684,0,0,2
291,-0.562167955812708,1.5898689214730366,0.4794672316946684,1,1,2
292,0.09685770440124603,0.8992785454846383,0.311680249174718,0,0,1
293,-0.6939730878554988,-0.7581383568875176,0.4794672316946684,1,0,2
294,-0.562167955812708,0.5954187800497426,-0.35946768090508374,1,0,0
295,-0.562167955812708,-0.4128431688933185,0.8150411967345693,1,0,2
296,-0.6939730878554988,-0.5716789553706499,0.4794672316946684,1,0,2
297,-0.6939730878554988,-0.08826569217877112,0.4794672316946684,0,0,2
298,-0.4303628237699172,-1.3727637915171926,0.9828281792545197,0,0,2
299,-0.6939730878554988,-0.10207749969853928,1.1506151617744702,0,0,2
300,-0.6939730878554988,0.001511056699720468,0.4794672316946684,0,0,2
301,-0.2985576917271264,-0.9307859508846172,-0.02389371586518287,1,0,2
302,-0.6939730878554988,1.8937286869079322,0.9828281792545197,1,0,2
303,-0.6939730878554988,-0.34378413129447866,-0.5272546634250341,0,1,0
304,-0.562167955812708,0.0705700942985603,-1.533976558544737,0,0,0
305,-0.562167955812708,-0.7926678756869375,-0.1916806983851333,0,0,1
306,-0.6939730878554988,-0.6752675117689096,0.14389326665476757,0,0,2
307,1.414909024829154,1.5898689214730366,-1.3661895760247864,0,0,0
308,-0.562167955812708,1.9558818207468884,0.14389326665476757,0,0,2
309,-0.562167955812708,-0.48190220649215837,-0.35946768090508374,0,1,0
310,0.3604679684868276,-0.7512324531276341,0.4794672316946684,0,1,2
311,-0.2985576917271264,-0.5578671478508818,-0.5272546634250341,0,0,0
312,-0.6939730878554988,0.022228767979372222,0.14389326665476757,1,0,2
313,-0.4303628237699172,-0.9169741433648491,0.14389326665476757,1,0,2
314,0.22866283644403682,-0.5854907628904181,-1.198402593504836,0,0,0
315,-0.6939730878554988,1.3619740973968644,0.14389326665476757,0,0,2
316,-0.6939730878554988,-0.18494834481714728,0.9828281792545197,1,0,2
317,-0.562167955812708,0.7473486627671915,0.9828281792545197,0,0,2
318,-0.6939730878554988,0.22249997701600713,0.4794672316946684,1,0,2
319,-0.4303628237699172,1.4379390387555897,0.4794672316946684,0,0,1
320,0.3604679684868276,1.5898689214730366,-1.533976558544737,0,1,0
321,-0.562167955812708,-1.863082958468955,0.8150411967345693,1,0,2
322,-0.562167955812708,1.9765995320265393,0.9828281792545197,0,0,2
323,-0.562167955812708,-0.6614557042491415,0.6472542142146189,0,0,2
324,-0.562167955812708,0.12581732437763296,-0.5272546634250341,0,0,1
325,-0.6939730878554988,-0.6545498004892579,-0.02389371586518287,0,0,2
326,-0.562167955812708,-0.454278591452622,0.4794672316946684,0,0,2
327,-0.6939730878554988,0.2708413033351962,0.311680249174718,0,1,2
328,-0.6939730878554988,-0.1366070184979592,0.14389326665476757,0,0,1
329,-0.6939730878554988,0.6782896251683516,0.14389326665476757,0,0,1
330,-0.6939730878554988,-0.371407746334015,0.311680249174718,0,0,1
331,0.3604679684868276,1.6589279590718764,-1.533976558544737,0,1,0
332,-0.4303628237699172,-1.6213763268730155,0.4794672316946684,0,0,2
333,-0.562167955812708,-0.5233376290514619,0.4794672316946684,0,0,2
334,-0.6939730878554988,0.5125479349311356,0.4794672316946684,1,0,2
335,-0.562167955812708,1.1064556582811578,0.4794672316946684,0,0,2
336,2.205739817085899,-1.1724925824805565,0.8150411967345693,0,1,2
337,-0.6939730878554988,0.38133576349333953,1.1506151617744702,1,0,2
338,-0.562167955812708,-0.8479151057660093,0.311680249174718,0,0,2
339,-0.6939730878554988,2.75696665689343,-0.1916806983851333,0,0,2
340,-0.562167955812708,-0.07445388465900295,-0.35946768090508374,0,0,1
341,-0.6939730878554988,3.5442396855202047,-1.533976558544737,0,0,0
342,1.2831038927863632,-0.6890793192886778,0.4794672316946684,0,0,2
343,1.546714156871945,1.5898689214730366,0.4794672316946684,0,0,2
344,0.3604679684868276,0.20868816949623997,-0.5272546634250341,0,0,1
345,-0.6939730878554988,0.5608892612503227,0.4794672316946684,0,0,2
346,1.6785192889147356,-1.1724925824805565,2.157337056894173,0,0,1
347,2.073934685043108,0.6368542026090461,0.14389326665476757,0,0,2
348,2.732960345257062,-0.7581383568875176,0.4794672316946684,0,0,2
349,-0.4303628237699172,-1.863082958468955,-0.02389371586518287,0,0,1
350,0.09685770440124603,-0.7374206456078659,-0.1916806983851333,0,0,0
351,-0.4303628237699172,0.4849243198915993,0.4794672316946684,1,0,2
352,-0.562167955812708,-0.19185424857703087,-1.533976558544737,0,0,0
353,-0.6939730878554988,0.5194538386910192,0.4794672316946684,1,1,2
354,-0.16675255968433558,-0.4335608801729703,-0.6950416459449846,0,1,0
355,-0.6939730878554988,0.008416960459604059,0.4794672316946684,0,0,2
356,0.09685770440124603,0.41586528229275943,0.6472542142146189,0,0,2
357,1.2831038927863632,0.08438190181832748,-1.533976558544737,0,0,0
358,0.8876884966579909,0.20868816949623997,-1.533976558544737,1,1,1
359,0.3604679684868276,3.1091677486475127,-1.533976558544737,0,0,0
360,-0.6939730878554988,0.10509961309798022,0.4794672316946684,0,0,2
361,-0.562167955812708,0.10509961309798022,-0.6950416459449846,0,1,0
362,-0.4303628237699172,-1.034374507282877,-0.35946768090508374,0,0,1
363,-0.16675255968433558,1.0719261394817379,0.9828281792545197,1,0,2
364,-0.562167955812708,0.41586528229275943,0.14389326665476757,0,0,1
365,-0.2985576917271264,-1.448728732875916,0.4794672316946684,1,0,2
366,-0.2985576917271264,-0.10207749969853928,0.4794672316946684,1,0,2
367,-0.562167955812708,0.29155901461484696,-0.5272546634250341,0,0,1
368,-0.562167955812708,-0.9722213734439208,0.6472542142146189,1,0,2
369,-0.6939730878554988,-0.15041882601772735,0.8150411967345693,0,0,0
370,3.5237911375138067,0.9614316793235945,1.486189126814371,0,0,2
371,1.0194936287007816,1.451750846275357,-0.1916806983851333,1,0,1
372,-0.562167955812708,1.4793744613148931,0.4794672316946684,1,0,2
373,1.546714156871945,0.18797045821658723,0.14389326665476757,0,0,2
374,1.0194936287007816,0.08438190181832748,-1.533976558544737,0,0,0
375,2.4693500811714806,-1.5868468080735956,1.821763091854272,0,1,1
376,1.414909024829154,-0.48880811025204196,-1.533976558544737,0,0,0
377,-0.6939730878554988,0.9683375830834781,0.9828281792545197,1,0,2
378,-0.6939730878554988,-0.7167029343282142,0.6472542142146189,1,0,1
379,-0.2985576917271264,0.8992785454846383,-0.35946768090508374,0,0,1
380,0.3604679684868276,0.8992785454846383,0.311680249174718,1,0,0
381,-0.4303628237699172,-1.863082958468955,0.8150411967345693,0,0,1
382,-0.562167955812708,-0.4128431688933185,-0.5272546634250341,0,0,1
383,-0.562167955812708,-0.6890793192886778,0.4794672316946684,1,0,2
384,-0.4303628237699172,0.9130903530044054,1.3184021442944207,0,0,2
385,-0.562167955812708,0.16034684317705286,0.4794672316946684,0,0,2
