gpa,core_subject_score,academic_consistency,research_participation,programming_skill,domain_knowledge,tool_proficiency,certification_count,internship_count,internship_duration,industry_relevance,project_experience,communication_skill,teamwork_ability,leadership_potential,adaptability,learning_motivation,career_clarity,market_awareness,higher_study_interest,target_industry_code,workshop_participation,online_course_hours,networking_activity,learning_path_generation_time,employment_competitiveness_score,tech_score_avg,soft_score_avg,career_score_avg,readiness_level,readiness_encoded
0.5704395383396793,60.0,1.11,0.0,92.0,85.0,77.0,2.0,0.0,16.2,0.55,4.0,61.0,69.0,90.0,69.0,71.0,48.0,77.0,0.0,2.0,7.0,132.2,38.0,3.01,59.0,1.000545465702476,0.4433756548351315,-0.33104351643701685,High Readiness,0
-1.3525611705202667,59.0,2.38,1.0,74.0,48.0,48.0,3.0,2.0,14.5,0.57,7.0,89.0,56.0,30.0,95.0,54.0,31.0,52.0,0.0,5.0,6.0,0.4,87.0,6.28,23.99,-1.445923519706539,-0.08531806051640692,-2.1911927992735802,Low Readiness,1
-0.07562789349073694,57.0,2.24,0.0,76.0,73.0,96.0,0.0,2.0,14.3,0.72,0.0,78.0,85.0,92.0,46.0,66.0,56.0,95.0,0.0,7.0,10.0,144.9,52.0,8.62,45.78,0.6551616089388502,0.7772874750571558,0.3310435164370142,Medium Readiness,2
-1.6565929031463447,55.0,2.03,0.0,81.0,85.0,34.0,5.0,1.0,2.3,0.11,1.0,87.0,51.0,64.0,96.0,98.0,31.0,54.0,0.0,3.0,0.0,203.9,41.0,7.05,22.57,-0.6975918300520167,0.6938095200016497,-0.7409069177399881,Low Readiness,1
-0.8889127782654969,69.0,1.83,0.0,75.0,94.0,40.0,0.0,1.0,3.1,0.14,3.0,71.0,91.0,74.0,91.0,51.0,39.0,80.0,1.0,4.0,8.0,0.9,30.0,9.66,23.14,-0.03560610458840099,1.5007630855382084,-1.15077031904296,Low Readiness,1
0.49443160518316004,88.0,1.02,0.0,95.0,59.0,97.0,1.0,1.0,4.6,0.07,2.0,88.0,84.0,94.0,43.0,56.0,48.0,98.0,1.0,7.0,5.0,182.0,35.0,1.24,55.59,1.7200951672933626,0.999895355205172,-0.14187579275872228,High Readiness,0
0.09919035276925778,78.0,1.62,0.0,76.0,60.0,92.0,4.0,3.0,7.4,0.06,6.0,84.0,58.0,53.0,77.0,69.0,85.0,69.0,1.0,6.0,4.0,165.4,28.0,6.39,59.32,0.7702895611933921,-0.02966609047940287,0.5202112401153087,High Readiness,0
1.5433410827431298,72.0,1.39,1.0,99.0,96.0,41.0,2.0,2.0,2.3,0.19,4.0,43.0,92.0,77.0,69.0,79.0,79.0,56.0,0.0,5.0,0.0,62.0,97.0,10.79,61.61,0.827853537320663,0.22076777468711534,0.2364596545978669,High Readiness,0
0.8820720642814098,69.0,1.42,1.0,95.0,49.0,70.0,3.0,4.0,17.5,0.49,7.0,92.0,61.0,39.0,49.0,60.0,74.0,58.0,1.0,5.0,11.0,61.5,98.0,11.77,67.58,0.10830383572977635,-0.8922716260529656,-0.4571553322225461,High Readiness,0
1.444530769639655,70.0,2.23,1.0,48.0,78.0,31.0,5.0,3.0,4.2,0.83,3.0,40.0,79.0,42.0,69.0,80.0,88.0,98.0,0.0,6.0,0.0,46.6,81.0,2.18,50.37,-1.5034874958338098,-1.1983574612564878,1.875913259809754,Medium Readiness,2
0.2740085990292525,62.0,1.26,0.0,46.0,45.0,74.0,0.0,3.0,6.1,0.63,3.0,46.0,45.0,39.0,46.0,51.0,50.0,48.0,0.0,6.0,8.0,88.3,25.0,0.68,0.0,-1.5034874958338098,-2.700960652255597,-1.8128573519169908,Low Readiness,1
1.3837244231144392,79.0,2.45,0.0,41.0,83.0,77.0,3.0,0.0,2.6,0.35,6.0,48.0,94.0,69.0,75.0,97.0,84.0,59.0,0.0,6.0,6.0,247.2,20.0,9.55,52.51,0.021957871538869946,0.35989769977962544,1.0561864572038104,Medium Readiness,2
-1.101734991103752,83.0,1.35,1.0,95.0,70.0,51.0,0.0,1.0,5.6,0.31,2.0,55.0,80.0,84.0,63.0,64.0,70.0,39.0,0.0,5.0,11.0,91.8,55.0,7.27,30.5,0.5688156447479439,0.24859375970561737,-1.0561864572038127,Low Readiness,1
-0.8433080183715853,61.0,1.06,1.0,79.0,68.0,58.0,5.0,2.0,8.9,0.32,4.0,45.0,86.0,76.0,59.0,97.0,64.0,88.0,0.0,6.0,11.0,226.4,22.0,8.84,50.81,-0.3809899613520266,-0.196622000590415,1.3399380427212524,Medium Readiness,2
1.064491103857057,57.0,2.22,1.0,78.0,79.0,64.0,0.0,4.0,13.2,0.29,2.0,41.0,49.0,81.0,88.0,54.0,34.0,44.0,0.0,2.0,1.0,110.4,26.0,9.58,28.1,-0.03560610458840099,-0.3914038957199292,-2.348832569005492,Low Readiness,1
-0.5468770790611585,83.0,1.08,0.0,60.0,90.0,44.0,4.0,0.0,1.6,0.03,6.0,48.0,63.0,47.0,71.0,83.0,80.0,50.0,1.0,6.0,6.0,73.2,83.0,1.53,36.22,-0.06438809265203646,-1.2261834462749899,0.20493170065148492,Low Readiness,1
-0.8129048451089775,78.0,2.32,0.0,62.0,86.0,89.0,3.0,0.0,12.0,0.82,4.0,43.0,87.0,47.0,98.0,82.0,86.0,80.0,1.0,2.0,9.0,147.1,60.0,7.15,56.87,1.0293274537661115,0.0538118645761032,1.3084100887748704,High Readiness,0
0.08398876613795418,57.0,2.01,0.0,68.0,98.0,71.0,2.0,2.0,16.1,0.45,1.0,84.0,83.0,53.0,78.0,94.0,87.0,63.0,1.0,5.0,4.0,34.2,73.0,7.97,59.38,0.4249057044297665,0.6938095200016497,1.1822982729893399,High Readiness,0
-1.5121778301489577,79.0,2.43,0.0,90.0,93.0,93.0,1.0,2.0,12.9,0.82,0.0,82.0,56.0,52.0,65.0,52.0,79.0,45.0,0.0,7.0,0.0,151.7,82.0,9.65,39.85,2.18060697631153,-0.5027078357939373,-0.9616025953646653,Low Readiness,1
1.6041474292683455,84.0,1.95,1.0,44.0,82.0,61.0,5.0,2.0,7.9,0.12,3.0,84.0,63.0,50.0,75.0,96.0,66.0,68.0,0.0,5.0,3.0,132.5,20.0,11.97,56.78,-0.23708002103384926,-0.02966609047940287,0.7409069177399866,High Readiness,0
1.0188863439631448,74.0,2.25,0.0,70.0,93.0,95.0,0.0,1.0,2.3,0.4,5.0,78.0,56.0,98.0,74.0,70.0,85.0,67.0,0.0,7.0,4.0,114.9,88.0,4.38,59.11,1.5186212508479142,0.9164174001496659,0.48868328616892676,High Readiness,0
0.6464474714961986,90.0,0.73,0.0,89.0,53.0,67.0,3.0,4.0,8.6,0.22,3.0,64.0,62.0,60.0,51.0,90.0,74.0,56.0,,3.0,8.0,111.0,36.0,1.29,63.5,0.5688156447479439,-1.0035755661269736,0.4256273782761615,High Readiness,0
0.8668704776501062,92.0,1.58,0.0,83.0,51.0,55.0,0.0,0.0,4.6,0.33,7.0,74.0,95.0,99.0,75.0,71.0,97.0,57.0,0.0,4.0,11.0,245.0,72.0,2.29,65.97,0.05073985960250542,1.9459788458342409,0.5832671480080741,High Readiness,0
-1.5197786234646096,76.0,0.69,1.0,94.0,67.0,58.0,2.0,1.0,8.7,0.18,1.0,56.0,92.0,48.0,53.0,54.0,86.0,97.0,,6.0,3.0,34.8,74.0,3.42,33.51,0.45368769249340196,-0.6696637459049494,0.9616025953646632,Low Readiness,1
-1.3753635504672226,78.0,0.52,1.0,84.0,93.0,54.0,5.0,3.0,12.4,0.48,5.0,99.0,78.0,94.0,85.0,86.0,66.0,94.0,1.0,7.0,2.0,100.5,76.0,11.64,83.89,0.8566355253842985,2.307716651074767,1.2453541808821051,High Readiness,0
1.1785030035918367,62.0,1.44,0.0,41.0,68.0,77.0,1.0,2.0,15.1,0.87,5.0,66.0,92.0,35.0,84.0,63.0,66.0,39.0,0.0,7.0,4.0,127.9,84.0,11.41,45.25,-0.8990657464974651,0.10946383461310724,-1.2138262269357245,Medium Readiness,2
0.357617325501425,65.0,1.1,0.0,64.0,84.0,94.0,5.0,2.0,7.5,0.03,5.0,54.0,77.0,56.0,84.0,88.0,43.0,88.0,1.0,5.0,4.0,190.6,56.0,2.72,62.24,0.7990715492570276,-0.057492075497904895,0.3940994243297795,High Readiness,0
-0.6380865988489821,67.0,1.7,0.0,52.0,99.0,82.0,0.0,4.0,13.8,0.64,6.0,99.0,93.0,81.0,63.0,90.0,73.0,72.0,,6.0,9.0,39.3,26.0,10.86,66.49,0.5975976328115793,1.7511969507047267,0.8985466874718979,High Readiness,0
0.41082287871098755,84.0,2.31,1.0,94.0,84.0,50.0,0.0,2.0,15.2,0.93,6.0,54.0,69.0,67.0,61.0,89.0,57.0,43.0,0.0,1.0,10.0,48.1,39.0,11.45,57.3,0.942981489575205,-0.6140117758679453,-0.5517391940616935,High Readiness,0
1.2621117300640077,72.0,2.2,0.0,45.0,92.0,94.0,0.0,2.0,6.2,0.33,7.0,81.0,68.0,39.0,62.0,71.0,33.0,63.0,0.0,2.0,9.0,192.7,50.0,4.33,44.21,0.6839435970024857,-0.6418377608864474,-1.2453541808821071,Medium Readiness,2
-1.3601619638359184,92.0,1.69,0.0,97.0,87.0,56.0,2.0,1.0,12.8,0.01,6.0,73.0,82.0,35.0,53.0,97.0,89.0,61.0,1.0,6.0,6.0,199.8,31.0,1.37,58.67,1.5186212508479142,-0.8366196560159616,1.2768821348284871,High Readiness,0
0.6692498514431554,86.0,2.28,0.0,74.0,78.0,99.0,4.0,4.0,10.6,0.01,0.0,87.0,77.0,35.0,51.0,78.0,47.0,89.0,1.0,4.0,5.0,117.2,41.0,10.3,60.28,1.6625311911660916,-0.6418377608864474,0.2364596545978669,High Readiness,0
0.15239590597882105,79.0,0.66,1.0,50.0,68.0,57.0,0.0,0.0,10.4,0.1,6.0,47.0,81.0,44.0,43.0,67.0,90.0,86.0,0.0,7.0,7.0,229.4,20.0,8.56,26.47,-0.7263738181156523,-1.6157472365340182,1.150770319042958,Low Readiness,1
0.8668704776501062,87.0,0.98,1.0,93.0,93.0,74.0,2.0,3.0,6.2,0.26,6.0,86.0,77.0,97.0,98.0,84.0,78.0,47.0,1.0,7.0,9.0,102.1,22.0,8.35,90.05,1.9503510718024464,2.3633686211117713,0.07881988486595563,High Readiness,0
-0.08322868680638941,92.0,2.09,0.0,59.0,70.0,46.0,2.0,3.0,1.5,0.18,3.0,49.0,67.0,86.0,85.0,93.0,76.0,76.0,0.0,2.0,4.0,58.2,95.0,8.28,47.58,-0.35220797328839115,0.38772368479812747,1.2138262269357232,Medium Readiness,2
0.015581626297085982,62.0,0.57,0.0,44.0,60.0,69.0,0.0,1.0,17.9,0.03,1.0,44.0,55.0,85.0,90.0,65.0,68.0,49.0,0.0,7.0,1.0,216.8,40.0,6.33,19.67,-1.273231591324726,0.025985879557601173,-0.7724348716863707,Low Readiness,1
-0.31125248627594804,65.0,1.67,0.0,58.0,91.0,32.0,5.0,1.0,2.3,0.91,5.0,91.0,68.0,36.0,52.0,99.0,35.0,52.0,0.0,7.0,6.0,40.4,32.0,3.69,34.44,-0.956629722624736,-0.7253157159419534,-0.6463230559008407,Low Readiness,1
-1.398165930414178,78.0,2.21,1.0,98.0,59.0,75.0,1.0,3.0,15.8,0.74,1.0,92.0,51.0,87.0,94.0,56.0,54.0,36.0,1.0,1.0,7.0,230.8,32.0,11.56,44.98,0.885417513447934,1.4172851304827023,-1.9074412137561383,Medium Readiness,2
0.40322208539533577,66.0,0.63,1.0,58.0,48.0,98.0,1.0,1.0,11.7,0.91,4.0,61.0,65.0,55.0,82.0,68.0,34.0,81.0,0.0,2.0,9.0,48.9,25.0,1.75,39.16,-0.26586200909748475,-0.2800999556459211,-0.7409069177399881,Low Readiness,1
-0.6988929453741979,86.0,2.16,1.0,86.0,60.0,38.0,5.0,2.0,5.9,0.89,6.0,83.0,64.0,87.0,67.0,72.0,94.0,84.0,1.0,7.0,6.0,38.1,44.0,0.77,63.12,-0.26586200909748475,0.7772874750571558,1.3714659966676344,High Readiness,0
-0.03002313359682548,69.0,1.7,0.0,55.0,74.0,40.0,5.0,0.0,7.0,0.65,2.0,62.0,97.0,60.0,77.0,57.0,37.0,46.0,0.0,2.0,8.0,63.1,42.0,6.24,26.83,-1.1868856271338197,0.6381575499646457,-2.096608937434433,Low Readiness,1
1.3305188699048753,70.0,0.73,0.0,63.0,88.0,98.0,0.0,2.0,4.7,0.67,5.0,52.0,54.0,95.0,80.0,66.0,68.0,47.0,0.0,4.0,7.0,97.9,45.0,9.42,53.66,1.1444554060206533,0.22076777468711534,-0.8039628256327527,Medium Readiness,2
-0.7825016718463697,94.0,1.64,0.0,94.0,66.0,66.0,5.0,3.0,0.8,0.34,2.0,96.0,59.0,58.0,77.0,89.0,74.0,79.0,1.0,3.0,9.0,227.2,20.0,11.05,63.83,1.1732373940842886,0.47120163985363356,1.119242365096576,High Readiness,0
1.4065268030613947,87.0,1.36,0.0,94.0,94.0,60.0,2.0,3.0,10.5,0.29,0.0,63.0,84.0,83.0,42.0,78.0,32.0,68.0,0.0,2.0,0.0,143.4,42.0,5.19,62.56,1.6049672150388208,-0.02966609047940287,-0.8985466874718999,High Readiness,0
0.9960839640161895,56.0,1.13,0.0,53.0,99.0,40.0,1.0,1.0,16.6,0.56,3.0,83.0,84.0,34.0,58.0,69.0,51.0,50.0,0.0,6.0,8.0,80.4,41.0,4.56,37.15,-0.8990657464974651,-0.3914038957199292,-1.15077031904296,Low Readiness,1
0.39562129207968394,87.0,1.37,0.0,88.0,93.0,31.0,1.0,2.0,0.9,0.1,4.0,72.0,94.0,64.0,59.0,69.0,85.0,97.0,1.0,2.0,2.0,64.2,81.0,5.36,56.59,0.5688156447479439,0.4433756548351315,1.4029939506140177,High Readiness,0
0.9808823773848845,67.0,1.7,0.0,77.0,99.0,31.0,1.0,0.0,15.4,0.14,5.0,99.0,81.0,84.0,50.0,61.0,54.0,66.0,0.0,2.0,5.0,204.5,78.0,5.49,52.79,-0.15073405684294286,1.1390252802976821,-0.8039628256327527,Medium Readiness,2
-1.1321381643663597,84.0,2.29,0.0,75.0,65.0,50.0,2.0,3.0,4.4,0.22,1.0,87.0,46.0,98.0,95.0,82.0,77.0,72.0,0.0,5.0,3.0,23.4,87.0,4.23,45.03,-0.15073405684294286,1.4729371005197063,0.7724348716863687,Medium Readiness,2
1.2849141100109631,87.0,1.39,0.0,46.0,48.0,87.0,0.0,2.0,15.8,0.56,7.0,69.0,56.0,73.0,56.0,74.0,60.0,90.0,0.0,5.0,0.0,68.9,38.0,9.05,49.34,-0.3234259852247557,-0.5305338208124393,0.5517391940616921,Medium Readiness,2
1.292514903326615,76.0,1.68,0.0,88.0,75.0,74.0,5.0,2.0,16.8,0.23,2.0,84.0,57.0,51.0,88.0,53.0,39.0,75.0,1.0,6.0,10.0,233.3,67.0,8.51,68.95,0.9717634776388404,0.1929417896686133,-1.2453541808821071,High Readiness,0
-0.9877230913689722,92.0,1.52,0.0,86.0,97.0,67.0,4.0,0.0,0.8,0.99,5.0,75.0,60.0,34.0,53.0,75.0,38.0,84.0,1.0,4.0,0.0,228.6,41.0,2.7,45.84,1.806441131484269,-1.420965341404504,-0.29951556249063355,Medium Readiness,2
1.0264871372787967,80.0,1.27,1.0,79.0,59.0,54.0,3.0,2.0,8.5,0.46,5.0,58.0,70.0,78.0,78.0,75.0,91.0,84.0,0.0,7.0,11.0,178.2,85.0,7.64,69.59,-0.2082980329702138,0.30424572974262143,1.3714659966676344,High Readiness,0
-0.02242234028117368,94.0,2.4,1.0,57.0,60.0,55.0,1.0,4.0,8.7,0.52,1.0,42.0,91.0,43.0,42.0,81.0,53.0,75.0,1.0,3.0,1.0,125.8,40.0,1.56,31.49,-0.3809899613520266,-1.5322692814785122,0.07881988486595563,Low Readiness,1
-0.6152842189020267,63.0,1.77,0.0,58.0,61.0,30.0,3.0,0.0,10.3,0.53,6.0,86.0,94.0,93.0,80.0,58.0,95.0,73.0,1.0,1.0,2.0,75.7,48.0,7.11,38.88,-1.935217316788342,2.224238696019261,0.6147951019544561,Low Readiness,1
1.4521315629553069,60.0,0.64,0.0,81.0,94.0,80.0,1.0,3.0,11.2,0.32,7.0,50.0,64.0,73.0,61.0,63.0,39.0,90.0,1.0,2.0,4.0,138.9,79.0,7.62,62.63,1.0293274537661115,-0.6974897309234515,-0.4571553322225461,High Readiness,0
-0.66848977211159,63.0,1.01,0.0,56.0,81.0,34.0,3.0,4.0,9.1,0.26,3.0,81.0,46.0,99.0,77.0,62.0,53.0,86.0,1.0,5.0,2.0,219.0,53.0,11.24,37.53,-1.3020135793883616,0.8329394450941598,-0.17340374670510428,Low Readiness,1
1.5509418760587814,66.0,0.78,0.0,66.0,89.0,77.0,2.0,0.0,0.2,0.15,3.0,56.0,66.0,44.0,80.0,68.0,35.0,60.0,0.0,4.0,4.0,23.8,53.0,4.63,32.51,0.5400336566843084,-0.7531417009604555,-1.3714659966676364,Low Readiness,1
-0.7977032584776732,61.0,0.89,0.0,45.0,64.0,51.0,3.0,0.0,6.3,0.89,2.0,62.0,80.0,67.0,93.0,51.0,42.0,69.0,0.0,4.0,10.0,82.5,95.0,10.76,20.65,-1.6761794242156227,0.8051134600756579,-1.402993950614019,Low Readiness,1
-1.6413913165150409,65.0,1.72,0.0,63.0,96.0,86.0,0.0,2.0,16.5,0.94,4.0,85.0,77.0,92.0,86.0,67.0,88.0,94.0,0.0,4.0,8.0,182.5,63.0,5.6,63.17,0.885417513447934,1.8625008907787346,1.3399380427212524,High Readiness,0
-0.052825513543781545,70.0,0.91,1.0,62.0,89.0,83.0,3.0,0.0,12.1,0.64,7.0,68.0,94.0,48.0,58.0,78.0,85.0,86.0,0.0,6.0,3.0,104.3,46.0,0.87,62.32,0.7127255850661212,-0.14097003055341095,1.3399380427212524,High Readiness,0
-1.595786556621129,58.0,1.53,1.0,45.0,88.0,32.0,0.0,3.0,0.1,0.3,6.0,43.0,90.0,81.0,81.0,73.0,70.0,82.0,0.0,4.0,1.0,203.3,80.0,5.9,20.89,-1.6186154480883517,0.6103315649461437,0.5832671480080741,Low Readiness,1
-0.9497191247907125,80.0,0.94,1.0,94.0,97.0,98.0,1.0,2.0,1.7,0.2,3.0,58.0,91.0,43.0,98.0,78.0,67.0,92.0,1.0,4.0,5.0,114.9,94.0,9.58,63.23,2.5835548092024267,0.47120163985363356,0.9616025953646632,High Readiness,0
-1.2765532373637467,57.0,0.57,1.0,56.0,48.0,62.0,4.0,0.0,6.0,0.44,4.0,66.0,71.0,42.0,79.0,71.0,96.0,98.0,0.0,3.0,8.0,4.9,81.0,3.9,28.83,-1.6186154480883517,-0.4192298807384312,1.8443853058633708,Low Readiness,1
-0.098430273437693,68.0,0.72,0.0,85.0,78.0,79.0,5.0,0.0,6.7,0.06,4.0,68.0,49.0,56.0,93.0,85.0,63.0,64.0,0.0,6.0,4.0,43.0,85.0,5.7,53.7,0.885417513447934,-0.196622000590415,0.17340374670510292,Medium Readiness,2
1.6041474292683455,65.0,1.18,1.0,63.0,46.0,45.0,4.0,0.0,3.9,0.98,5.0,95.0,75.0,38.0,84.0,50.0,99.0,63.0,0.0,4.0,3.0,185.3,43.0,6.66,45.59,-1.7337434003428935,0.5268536098906376,0.17340374670510292,Medium Readiness,2
0.5248347784457672,66.0,1.64,1.0,65.0,99.0,75.0,5.0,4.0,8.0,0.56,5.0,74.0,79.0,77.0,46.0,89.0,56.0,73.0,1.0,2.0,4.0,243.1,31.0,1.64,72.12,0.7415075731297567,0.08163784959460522,0.3625714703833975,High Readiness,0
0.8364673043874976,77.0,1.53,1.0,90.0,54.0,76.0,0.0,1.0,0.6,0.66,1.0,91.0,98.0,41.0,43.0,83.0,77.0,89.0,0.0,5.0,7.0,47.5,35.0,6.89,45.67,0.511251668620673,-0.0018401054609008484,1.3399380427212524,Medium Readiness,2
0.722455404652718,67.0,2.36,1.0,67.0,86.0,38.0,3.0,2.0,14.6,0.03,4.0,98.0,50.0,35.0,51.0,97.0,47.0,52.0,0.0,6.0,1.0,34.7,21.0,1.29,38.32,-0.6112458658611104,-1.0870535211824797,-0.33104351643701685,Low Readiness,1
-0.5088731124828988,79.0,1.29,0.0,42.0,85.0,79.0,4.0,4.0,12.4,0.61,6.0,62.0,70.0,63.0,87.0,82.0,56.0,75.0,1.0,4.0,4.0,46.2,81.0,7.79,63.92,0.1658678118570473,0.24859375970561737,0.20493170065148492,High Readiness,0
0.39562129207968394,90.0,1.73,0.0,77.0,83.0,44.0,3.0,0.0,12.6,0.42,2.0,85.0,45.0,70.0,99.0,87.0,84.0,80.0,0.0,4.0,7.0,243.8,48.0,1.69,66.83,0.4249057044297665,0.7216355050201517,1.4029939506140177,High Readiness,0
1.0872934838040125,86.0,1.51,0.0,65.0,54.0,98.0,3.0,2.0,4.9,0.22,4.0,91.0,80.0,44.0,47.0,69.0,63.0,79.0,1.0,7.0,2.0,168.3,34.0,1.7,53.86,0.6839435970024857,-0.3079259406644231,0.1418757927587196,Medium Readiness,2
-0.6760905654272418,72.0,2.25,0.0,87.0,82.0,70.0,1.0,0.0,15.0,0.16,6.0,47.0,56.0,46.0,46.0,75.0,87.0,94.0,0.0,5.0,5.0,18.5,74.0,5.87,37.12,0.9141995015115695,-2.172266936904059,1.560633720345929,Low Readiness,1
-1.1321381643663597,60.0,1.49,1.0,60.0,71.0,53.0,0.0,3.0,17.6,0.37,3.0,94.0,64.0,45.0,43.0,64.0,77.0,62.0,0.0,3.0,1.0,203.8,52.0,2.75,25.46,-1.0141936987520068,-0.7531417009604555,-0.11034783881233895,Low Readiness,1
-1.6337905231993892,72.0,1.9,1.0,93.0,95.0,78.0,1.0,2.0,8.9,0.85,7.0,41.0,67.0,57.0,97.0,56.0,83.0,37.0,0.0,3.0,5.0,161.7,71.0,2.37,49.49,1.6913131792297271,-0.3079259406644231,-0.9616025953646653,Medium Readiness,2
